Outlet_ID,weekly_sale_for_1,weekly_sale_for_2,weekly_sale_for_3,weekly_sale_for_4,weekly_sale_for_5,weekly_sale_for_6,weekly_sale_for_7,weekly_sale_for_8,weekly_sale_for_9,weekly_sale_for_10,weekly_sale_for_11,weekly_sale_for_12,weekly_sold_volume_for_1,weekly_sold_volume_for_2,weekly_sold_volume_for_3,weekly_sold_volume_for_4,weekly_sold_volume_for_5,weekly_sold_volume_for_6,weekly_sold_volume_for_7,weekly_sold_volume_for_8,weekly_sold_volume_for_9,weekly_sold_volume_for_10,weekly_sold_volume_for_11,weekly_sold_volume_for_12,weekly_earning_for_1,weekly_earning_for_2,weekly_earning_for_3,weekly_earning_for_4,weekly_earning_for_5,weekly_earning_for_6,weekly_earning_for_7,weekly_earning_for_8,weekly_earning_for_9,weekly_earning_for_10,weekly_earning_for_11,weekly_earning_for_12,Butter Pecan Small Stick_units_sold,Chocolate Petite Bar_units_sold,Mint Bite-size Pop_units_sold,Strawberry Tiny Cup_units_sold,Vanilla Mini Cone_units_sold,Chocolate Fudge Big Scoop_units_sold,Cookies and Cream Mega Tub_units_sold,Mint Chocolate Chip Family Pack_units_sold,Moose Tracks Jumbo Cup_units_sold,Rocky Road Mega Tub_units_sold,Butter Pecan Small Stick_volume_sold,Chocolate Petite Bar_volume_sold,Mint Bite-size Pop_volume_sold,Strawberry Tiny Cup_volume_sold,Vanilla Mini Cone_volume_sold,Chocolate Fudge Big Scoop_volume_sold,Cookies and Cream Mega Tub_volume_sold,Mint Chocolate Chip Family Pack_volume_sold,Moose Tracks Jumbo Cup_volume_sold,Rocky Road Mega Tub_volume_sold,Butter Pecan Small Stick_earning,Chocolate Petite Bar_earning,Mint Bite-size Pop_earning,Strawberry Tiny Cup_earning,Vanilla Mini Cone_earning,Chocolate Fudge Big Scoop_earning,Cookies and Cream Mega Tub_earning,Mint Chocolate Chip Family Pack_earning,Moose Tracks Jumbo Cup_earning,Rocky Road Mega Tub_earning,labels
ID4908,4299.0,4485.0,3707.0,4800.0,4944.0,5318.0,4592.0,4755.0,4921.0,4080.0,3343.0,5770.0,1538.2,1905.8,1198.2,1621.6,1685.6000000000001,1706.0,1646.4,1503.8000000000002,1317.0,1532.8000000000002,1283.0,1795.6,1274970.0,1713380.0,928480.0,1326140.0,1376060.0,1360590.0,1379330.0,1142050.0,902810.0,1319120.0,1114500.0,1410010.0,10188.0,10153.0,7534.0,8017.0,9458.0,2090.0,1636.0,1938.0,1975.0,2025.0,2037.6000000000001,2030.6000000000001,1506.8000000000002,1603.4,1891.6000000000001,2090.0,1636.0,1938.0,1975.0,2025.0,1018800.0,913770.0,753400.0,881870.0,945800.0,2508000.0,1799600.0,2228700.0,2172500.0,2025000.0,1
ID1303,4947.0,5168.0,4908.0,4501.0,3893.0,4752.0,5168.0,6770.0,4126.0,4441.0,3634.0,3781.0,1496.6000000000001,1532.8000000000002,1805.6,1872.2,1596.2,1879.2,1552.8,1871.6,1158.0,1421.8000000000002,1400.4,1287.4,1138950.0,1126190.0,1530990.0,1663430.0,1427860.0,1654620.0,1174570.0,1312190.0,827580.0,1110340.0,1207970.0,1042320.0,10234.0,10000.0,10157.0,10546.0,5581.0,1504.0,1949.0,1987.0,1950.0,2181.0,2046.8000000000002,2000.0000000000002,2031.4,2109.2000000000003,1116.2,1504.0,1949.0,1987.0,1950.0,2181.0,1023400.0,900000.0,1015700.0,1160060.0,558100.0,1804800.0,2143900.0,2285050.0,2145000.0,2181000.0,1
ID5207,3817.0,3127.0,5222.0,3354.0,5624.0,5064.0,1893.0,1873.0,2406.0,5761.0,1541.0,3195.0,1445.0,1355.8,1607.6000000000001,1216.4,1733.6000000000001,1718.4,871.4,757.0,1146.0,1854.6,853.8,1164.6,1239700.0,1234530.0,1231400.0,1040080.0,1339910.0,1382320.0,801120.0,690970.0,1054480.0,1470410.0,845680.0,973340.0,7597.0,5389.0,7358.0,6093.0,7504.0,1651.0,2079.0,1904.0,1431.0,1871.0,1519.4,1077.8000000000002,1471.6000000000001,1218.6000000000001,1500.8000000000002,1651.0,2079.0,1904.0,1431.0,1871.0,759700.0,485010.0,735800.0,670230.0,750400.0,1981200.0,2286900.0,2189600.0,1574100.0,1871000.0,1
ID4343,3317.0,5419.0,3701.0,3870.0,6093.0,4520.0,4350.0,4490.0,5602.0,4473.0,5175.0,3629.0,1111.4,1744.6000000000001,1358.6,1174.8000000000002,1687.4,1584.0,1550.0,1418.0,1814.8,1685.0,1835.8,1103.4,886750.0,1380590.0,1152870.0,899090.0,1190570.0,1288010.0,1317470.0,1108050.0,1422970.0,1464030.0,1513150.0,843820.0,7446.0,11425.0,10284.0,8277.0,8282.0,1671.0,1699.0,2129.0,1790.0,1636.0,1489.2,2285.0,2056.8,1655.4,1656.4,1671.0,1699.0,2129.0,1790.0,1636.0,744600.0,1028250.0,1028400.0,910470.0,828200.0,2005200.0,1868900.0,2448350.0,1969000.0,1636000.0,1
ID8741,2858.0,4914.0,4571.0,5683.0,5277.0,5452.0,6034.0,3968.0,3959.0,3798.0,3677.0,3765.0,958.0,1275.6,1509.4,1589.4,1547.4,1678.4,1802.8000000000002,1392.8,1442.2,1463.6,1209.0,1495.4,763760.0,844160.0,1221830.0,1122170.0,1165260.0,1306200.0,1390600.0,1165650.0,1241790.0,1285000.0,980580.0,1301260.0,11039.0,8605.0,8864.0,7986.0,9246.0,2266.0,2109.0,1353.0,1374.0,1114.0,2207.8,1721.0,1772.8,1597.2,1849.2,2266.0,2109.0,1353.0,1374.0,1114.0,1103900.0,774450.0,886400.0,878460.0,924600.0,2719200.0,2319900.0,1555950.0,1511400.0,1114000.0,1
ID1314,4152.0,3977.0,4599.0,4252.0,3551.0,3834.0,5126.0,4665.0,4600.0,5900.0,3435.0,4657.0,1424.8,1547.4,1674.2,1505.6,1452.6,1094.0,1619.6000000000001,1597.0,1364.8,1699.2,1301.4,1435.4,1159380.0,1344250.0,1401890.0,1270300.0,1300290.0,811900.0,1252560.0,1297690.0,1010700.0,1234580.0,1097300.0,1099710.0,6537.0,10772.0,8105.0,9552.0,8824.0,1489.0,1923.0,2137.0,1451.0,1958.0,1307.4,2154.4,1621.0,1910.4,1764.8000000000002,1489.0,1923.0,2137.0,1451.0,1958.0,653700.0,969480.0,810500.0,1050720.0,882400.0,1786800.0,2115300.0,2457550.0,1596100.0,1958000.0,1
ID4505,3414.0,4140.0,4025.0,5953.0,3926.0,5031.0,2611.0,1889.0,3010.0,3375.0,4772.0,3535.0,1232.4,1635.2,1453.8,1905.0,1252.4,1760.6,1029.4,744.2,941.2,1346.2,1680.8,1547.0,1029270.0,1451210.0,1219070.0,1493180.0,973620.0,1448980.0,892540.0,646900.0,747700.0,1199270.0,1388470.0,1394030.0,7773.0,5047.0,7735.0,9846.0,6040.0,1212.0,1926.0,2165.0,1924.0,2013.0,1554.6000000000001,1009.4000000000001,1547.0,1969.2000000000003,1208.0,1212.0,1926.0,2165.0,1924.0,2013.0,777300.0,454230.0,773500.0,1083060.0,604000.0,1454400.0,2118600.0,2489750.0,2116400.0,2013000.0,1
ID8530,4787.0,6002.0,4216.0,3667.0,3650.0,4171.0,5816.0,2998.0,4408.0,1946.0,4595.0,4758.0,1583.0,1960.4,1339.2,1187.8000000000002,1329.2,1416.6000000000001,1717.6,997.2,1545.6,1086.0,1725.4,1392.4,1275100.0,1546810.0,1053370.0,954880.0,1117210.0,1165450.0,1276800.0,815760.0,1281180.0,1066110.0,1476420.0,1041790.0,5572.0,7863.0,8821.0,9096.0,10815.0,2258.0,1181.0,1319.0,2273.0,1816.0,1114.4,1572.6000000000001,1764.2,1819.2,2163.0,2258.0,1181.0,1319.0,2273.0,1816.0,557200.0,707670.0,882100.0,1000560.0,1081500.0,2709600.0,1299100.0,1516850.0,2500300.0,1816000.0,1
ID2253,4166.0,6471.0,5032.0,3572.0,5193.0,3679.0,4306.0,4648.0,4909.0,3867.0,3806.0,3656.0,1602.0,1551.0,1602.4,1001.6,1545.8,1293.4,1374.0,1671.2,1330.6,1302.2,1250.8,1313.6,1396780.0,975310.0,1253510.0,695870.0,1173720.0,1100850.0,1077830.0,1382720.0,937650.0,1047960.0,994410.0,1072220.0,9523.0,9820.0,7714.0,9033.0,9493.0,1660.0,1329.0,1122.0,2032.0,1579.0,1904.6000000000001,1964.0,1542.8000000000002,1806.6000000000001,1898.6000000000001,1660.0,1329.0,1122.0,2032.0,1579.0,952300.0,883800.0,771400.0,993630.0,949300.0,1992000.0,1461900.0,1290300.0,2235200.0,1579000.0,1
ID2051,3354.0,2873.0,5085.0,6258.0,3402.0,4725.0,5265.0,4269.0,4117.0,3772.0,5536.0,6010.0,1134.0,1212.2,1495.4,2018.0,1227.6,1558.6000000000001,1581.0,1493.8000000000002,1609.8,1220.8,1843.2,1978.8000000000002,917080.0,1090740.0,1104400.0,1587390.0,1017950.0,1262750.0,1193970.0,1269310.0,1411650.0,980830.0,1497940.0,1576910.0,7386.0,9572.0,9338.0,10119.0,8951.0,2045.0,1833.0,2069.0,1662.0,1691.0,1477.2,1914.4,1867.6000000000001,2023.8000000000002,1790.2,2045.0,1833.0,2069.0,1662.0,1691.0,738600.0,861480.0,933800.0,1113090.0,895100.0,2454000.0,2016300.0,2379350.0,1828200.0,1691000.0,1
ID7703,3224.0,5435.0,4899.0,5596.0,4125.0,4706.0,4266.0,4001.0,4652.0,4430.0,5449.0,3837.0,1051.2,1551.8,1803.8000000000002,1539.2,1416.2,1486.0,1349.2,1561.0,1716.0,1693.2,1873.8000000000002,1405.0,828660.0,1142980.0,1529470.0,1071330.0,1179250.0,1178970.0,1053000.0,1363040.0,1470700.0,1467140.0,1526720.0,1205450.0,8121.0,9099.0,7866.0,10425.0,9706.0,1948.0,1870.0,2301.0,1570.0,1714.0,1624.2000000000003,1819.8000000000002,1573.2,2085.0,1941.2,1948.0,1870.0,2301.0,1570.0,1714.0,812100.0,818910.0,786600.0,1146750.0,970600.0,2337600.0,2057000.0,2646150.0,1727000.0,1714000.0,1
ID5357,3719.0,4835.0,4989.0,4259.0,3039.0,2878.0,4405.0,3099.0,2717.0,5307.0,3903.0,4532.0,1269.4,1577.4,1478.6,1539.8000000000002,1267.0,1163.6,1401.0,881.4000000000001,1024.2,1599.0,1409.4,1832.0,1038550.0,1248710.0,1106110.0,1308330.0,1169000.0,1022420.0,1071670.0,642560.0,893610.0,1193370.0,1188520.0,1610350.0,3746.0,9278.0,9014.0,9753.0,7258.0,1489.0,1949.0,1931.0,1682.0,1582.0,749.2,1855.6000000000001,1802.8,1950.6000000000001,1451.6000000000001,1489.0,1949.0,1931.0,1682.0,1582.0,374600.0,835020.0,901400.0,1072830.0,725800.0,1786800.0,2143900.0,2220650.0,1850200.0,1582000.0,1
ID5566,2412.0,3672.0,4961.0,5193.0,1688.0,2197.0,4514.0,4863.0,4201.0,2141.0,3940.0,4534.0,1197.6,1390.4,1664.2,1625.0,867.2,914.6,1310.0,1475.8000000000002,1171.4,936.2,1500.8,1706.8000000000002,1142440.0,1227170.0,1320300.0,1256430.0,857840.0,800990.0,963660.0,1116410.0,842820.0,864220.0,1286770.0,1451060.0,7434.0,8390.0,7599.0,6551.0,5721.0,1768.0,1646.0,1726.0,1809.0,1672.0,1486.8000000000002,1678.0,1519.8000000000002,1310.2,1144.2,1768.0,1646.0,1726.0,1809.0,1672.0,743400.0,755100.0,759900.0,720610.0,572100.0,2121600.0,1810600.0,1984900.0,1989900.0,1672000.0,1
ID1993,3508.0,2762.0,4134.0,4158.0,3072.0,3382.0,5189.0,3398.0,2380.0,3047.0,5389.0,4600.0,1257.6000000000001,1281.2,1118.8,1525.2,1198.4,1259.6,1667.4,1202.8,731.2,1310.2,1842.6,1361.6000000000001,1050570.0,1195110.0,781650.0,1310530.0,1058560.0,1084790.0,1324030.0,1023320.0,555900.0,1207840.0,1518410.0,1034460.0,7681.0,4639.0,5733.0,8096.0,10429.0,1849.0,1632.0,1892.0,1950.0,1118.0,1536.2,927.8000000000001,1146.6000000000001,1619.2,2085.8,1849.0,1632.0,1892.0,1950.0,1118.0,768100.0,417510.0,573300.0,890560.0,1042900.0,2218800.0,1795200.0,2175800.0,2145000.0,1118000.0,1
ID5458,4075.0,5052.0,4704.0,5523.0,4650.0,2391.0,5780.0,3825.0,4145.0,4973.0,6075.0,5238.0,1284.6000000000001,1536.0,1607.2,1453.4,1759.6,951.8,1856.0,1137.8000000000002,1157.8,1392.2,1789.4,1566.0,998610.0,1170580.0,1296380.0,1007590.0,1495220.0,822100.0,1476900.0,859140.0,853610.0,1006730.0,1345860.0,1189370.0,9611.0,8374.0,7337.0,10608.0,12744.0,1495.0,1232.0,2051.0,1455.0,1524.0,1922.2,1674.8000000000002,1467.4,2121.6000000000004,2548.8,1495.0,1232.0,2051.0,1455.0,1524.0,961100.0,753660.0,733700.0,1166880.0,1274400.0,1794000.0,1355200.0,2358650.0,1600500.0,1524000.0,1
ID9960,3905.0,3300.0,4129.0,4725.0,2454.0,4385.0,4291.0,2419.0,4285.0,4464.0,4458.0,5553.0,1609.8,1420.0,1452.2,1331.4,942.8000000000001,1507.4,1433.4,940.6,1585.0,1721.6,1286.8,1856.2,1434200.0,1298830.0,1212510.0,969840.0,810330.0,1216910.0,1155410.0,796000.0,1337360.0,1495310.0,964960.0,1492650.0,11328.0,6123.0,5699.0,8809.0,7142.0,1815.0,2257.0,1359.0,1878.0,1958.0,2265.6,1224.6000000000001,1139.8000000000002,1761.8000000000002,1428.4,1815.0,2257.0,1359.0,1878.0,1958.0,1132800.0,551070.0,569900.0,968990.0,714200.0,2178000.0,2482700.0,1562850.0,2065800.0,1958000.0,1
ID1202,3927.0,3381.0,5958.0,6069.0,5620.0,5187.0,4896.0,4361.0,2877.0,4304.0,6796.0,2888.0,1507.0,1645.8000000000002,1668.4,1849.0,1608.8,1876.6,1439.2,1726.6,1153.0,1280.0,2016.0,1312.0,1289280.0,1558810.0,1207140.0,1422860.0,1199680.0,1582190.0,1042590.0,1498730.0,1011030.0,949130.0,1518140.0,1222910.0,10523.0,11651.0,8044.0,7080.0,9179.0,1936.0,2232.0,2182.0,1758.0,1679.0,2104.6,2330.2000000000003,1608.8000000000002,1416.0,1835.8000000000002,1936.0,2232.0,2182.0,1758.0,1679.0,1052300.0,1048590.0,804400.0,778800.0,917900.0,2323200.0,2455200.0,2509300.0,1933800.0,1679000.0,1
ID3156,3880.0,3655.0,4311.0,3350.0,5516.0,3219.0,6461.0,3902.0,5126.0,4789.0,5774.0,5476.0,1621.6,1445.4,1300.6000000000001,1375.6,1565.6000000000001,1015.0,1950.6000000000001,1450.8,1708.4,1534.6,1686.0,1804.8000000000002,1438880.0,1272340.0,1017180.0,1227860.0,1109760.0,811740.0,1467350.0,1237090.0,1372920.0,1220970.0,1262320.0,1420890.0,9876.0,7934.0,8425.0,10719.0,9296.0,2051.0,2193.0,1585.0,1302.0,2078.0,1975.2,1586.8000000000002,1685.0,2143.8,1859.2,2051.0,2193.0,1585.0,1302.0,2078.0,987600.0,714060.0,842500.0,1179090.0,929600.0,2461200.0,2412300.0,1822750.0,1432200.0,2078000.0,1
ID5979,4522.0,4796.0,3692.0,6035.0,4594.0,2164.0,4923.0,5387.0,4861.0,5128.0,2146.0,2239.0,1606.8000000000002,1885.6000000000001,1516.0,1791.8,1649.2,954.4,1668.6,1796.6,1527.4,1772.0,726.0,844.6,1320700.0,1640950.0,1359700.0,1357020.0,1378460.0,869430.0,1354650.0,1445150.0,1190330.0,1464840.0,582500.0,740850.0,7502.0,7902.0,8827.0,7985.0,8719.0,1825.0,1953.0,1989.0,1996.0,1789.0,1500.4,1580.4,1765.4,1597.0,1743.8000000000002,1825.0,1953.0,1989.0,1996.0,1789.0,750200.0,711180.0,882700.0,878350.0,871900.0,2190000.0,2148300.0,2287350.0,2195600.0,1789000.0,1
ID1425,4783.0,3422.0,3550.0,3003.0,3522.0,5103.0,5203.0,5386.0,3542.0,4385.0,3143.0,3573.0,1619.8000000000002,1290.0,853.2,1221.4,1038.0,1719.0,1370.2,1778.0,1237.2,1526.6000000000001,1175.8,1513.0,1310260.0,1093710.0,547950.0,1072550.0,779670.0,1423960.0,934940.0,1434980.0,1041960.0,1268430.0,1015120.0,1358030.0,7363.0,7681.0,7912.0,7742.0,9643.0,1824.0,1581.0,1589.0,2116.0,1164.0,1472.6000000000001,1536.2,1582.4,1548.4,1928.6000000000001,1824.0,1581.0,1589.0,2116.0,1164.0,736300.0,691290.0,791200.0,851620.0,964300.0,2188800.0,1739100.0,1827350.0,2327600.0,1164000.0,1
ID7758,5914.0,3554.0,6714.0,2990.0,3858.0,3519.0,3282.0,2911.0,7470.0,4674.0,3772.0,4911.0,1870.0,1291.6,1893.2,1214.0,1168.4,1009.4000000000001,1019.6,936.6,2070.8,1764.4,1452.8,1451.0,1476360.0,1104850.0,1342950.0,1079940.0,885370.0,716990.0,774540.0,731630.0,1463260.0,1499000.0,1244830.0,1073830.0,10381.0,11686.0,7057.0,7376.0,9034.0,1483.0,1262.0,1565.0,1907.0,1818.0,2076.2000000000003,2337.2000000000003,1411.4,1475.2,1806.8,1483.0,1262.0,1565.0,1907.0,1818.0,1038100.0,1051740.0,705700.0,811360.0,903400.0,1779600.0,1388200.0,1799750.0,2097700.0,1818000.0,1
ID9572,4630.0,3441.0,3030.0,2755.0,3701.0,5286.0,4156.0,6172.0,4792.0,4054.0,2495.0,5139.0,1389.2,1400.2,868.4000000000001,1255.8,1265.8,2047.6,1524.8000000000002,2100.8,1388.8,1786.8000000000002,969.4000000000001,1531.0,1055050.0,1256700.0,618130.0,1156850.0,1028650.0,1778680.0,1294420.0,1722720.0,1011190.0,1626900.0,860430.0,1154570.0,8367.0,7745.0,8396.0,8184.0,7461.0,1856.0,1812.0,2182.0,1669.0,1979.0,1673.4,1549.0,1679.2,1636.8,1492.2,1856.0,1812.0,2182.0,1669.0,1979.0,836700.0,697050.0,839600.0,900240.0,746100.0,2227200.0,1993200.0,2509300.0,1835900.0,1979000.0,1
ID8297,2448.0,2570.0,1889.0,2356.0,3086.0,2146.0,2266.0,2563.0,2735.0,3626.0,2850.0,2663.0,695.2,713.2,593.8,640.8000000000001,810.8000000000001,667.6,607.6,700.6,763.8,959.6,718.0,685.4000000000001,499600.0,512830.0,460370.0,456850.0,560450.0,522920.0,425330.0,494220.0,537130.0,658150.0,479180.0,453210.0,4804.0,6017.0,4281.0,7526.0,5674.0,618.0,559.0,511.0,628.0,580.0,960.8000000000001,1203.4,856.2,1505.2,1134.8,618.0,559.0,511.0,628.0,580.0,480400.0,541530.0,428100.0,827860.0,567400.0,741600.0,614900.0,587650.0,690800.0,580000.0,4
ID1356,3680.0,2898.0,2006.0,1953.0,2977.0,3063.0,2322.0,2556.0,1276.0,3262.0,2829.0,2508.0,951.2,761.2,638.0,613.0,830.6,853.4000000000001,676.4,770.4,449.6,861.2,799.4000000000001,668.8,641700.0,517100.0,495880.0,471770.0,593880.0,611660.0,504810.0,589400.0,368700.0,589070.0,580110.0,453730.0,4992.0,5739.0,6200.0,6005.0,5135.0,636.0,557.0,671.0,655.0,740.0,998.4000000000001,1147.8000000000002,1240.0,1201.0,1027.0,636.0,557.0,671.0,655.0,740.0,499200.0,516510.0,620000.0,660550.0,513500.0,763200.0,612700.0,771650.0,720500.0,740000.0,4
ID7308,2152.0,2691.0,2286.0,2123.0,1470.0,1676.0,2394.0,3255.0,2018.0,2569.0,1908.0,2317.0,689.6,732.6,668.4,692.6,485.20000000000005,531.2,650.8000000000001,879.0,615.6,717.8,497.6,666.6,547730.0,513650.0,494230.0,549480.0,395430.0,422940.0,458070.0,605130.0,474380.0,510300.0,335440.0,480990.0,6111.0,4821.0,3407.0,5523.0,3928.0,576.0,633.0,621.0,611.0,628.0,1222.2,964.2,681.4,1104.6000000000001,785.6,576.0,633.0,621.0,611.0,628.0,611100.0,433890.0,340700.0,607530.0,392800.0,691200.0,696300.0,714150.0,672100.0,628000.0,4
ID1832,1930.0,2623.0,2088.0,1557.0,2993.0,2192.0,2861.0,2744.0,1595.0,2017.0,1895.0,3062.0,594.0,705.4000000000001,599.2,507.4,736.2,615.2,813.0,749.6,539.8,567.4000000000001,575.0,882.8000000000001,452350.0,489280.0,446320.0,402540.0,475040.0,450230.0,591800.0,528340.0,441150.0,418640.0,432750.0,650370.0,3643.0,4916.0,4348.0,6042.0,5641.0,710.0,576.0,527.0,629.0,525.0,728.6,983.2,869.6,1208.4,1128.2,710.0,576.0,527.0,629.0,525.0,364300.0,442440.0,434800.0,664620.0,564100.0,852000.0,633600.0,606050.0,691900.0,525000.0,4
ID1983,2014.0,2249.0,2100.0,2722.0,3427.0,2321.0,2042.0,3407.0,3602.0,2742.0,1813.0,2964.0,597.2,637.0,605.6,755.6,807.8000000000001,737.8000000000001,568.4,856.6,1002.0,774.8000000000001,609.0,801.6,447320.0,459110.0,445800.0,538950.0,486020.0,582420.0,398710.0,558790.0,713160.0,555950.0,493710.0,563140.0,4663.0,5788.0,5240.0,5866.0,6755.0,500.0,698.0,574.0,642.0,677.0,932.6000000000001,1157.6000000000001,1048.0,1173.2,1351.0,500.0,698.0,574.0,642.0,677.0,466300.0,520920.0,524000.0,645260.0,675500.0,600000.0,767800.0,660100.0,706200.0,677000.0,4
ID6162,3087.0,2255.0,1987.0,2183.0,1345.0,3309.0,2226.0,1421.0,3336.0,3075.0,2246.0,1819.0,802.2,647.0,587.8,679.8,533.8,865.0,713.2,533.0,885.6,796.6,673.2,557.4,542180.0,476130.0,435290.0,524340.0,467500.0,587150.0,550520.0,452140.0,608630.0,529280.0,504120.0,428190.0,5343.0,6807.0,4803.0,4514.0,3551.0,658.0,569.0,658.0,684.0,702.0,1068.6000000000001,1361.4,960.6,902.8000000000001,710.2,658.0,569.0,658.0,684.0,702.0,534300.0,612630.0,480300.0,496540.0,355100.0,789600.0,625900.0,756700.0,752400.0,702000.0,4
ID4532,2492.0,1635.0,1484.0,1652.0,1973.0,2509.0,2755.0,1343.0,1389.0,3659.0,1751.0,2420.0,703.2,557.4000000000001,552.8,555.2,555.4,668.2,707.0,453.40000000000003,525.8,955.8000000000001,490.20000000000005,694.4000000000001,513190.0,457110.0,479650.0,448510.0,399900.0,462080.0,459420.0,368350.0,453670.0,647230.0,345600.0,505610.0,4888.0,4343.0,3596.0,5120.0,4107.0,527.0,602.0,573.0,676.0,630.0,977.6000000000001,868.6,719.2,1024.0,821.4,527.0,602.0,573.0,676.0,630.0,488800.0,390870.0,359600.0,563200.0,410700.0,632400.0,662200.0,658950.0,743600.0,630000.0,4
ID6745,2496.0,2358.0,3001.0,3371.0,1765.0,1850.0,2494.0,2776.0,2001.0,3111.0,2802.0,2769.0,673.6,609.2,849.8000000000001,821.4000000000001,573.8,586.8,726.0,784.0,598.6,791.0,753.2,819.4000000000001,470080.0,405490.0,620640.0,520880.0,455070.0,460250.0,536000.0,571100.0,455140.0,523760.0,524730.0,606680.0,5058.0,4444.0,6164.0,5466.0,6627.0,593.0,667.0,634.0,483.0,658.0,1011.6000000000001,888.8,1232.8000000000002,1093.2,1325.4,593.0,667.0,634.0,483.0,658.0,505800.0,399960.0,616400.0,601260.0,662700.0,711600.0,733700.0,729100.0,531300.0,658000.0,4
ID6878,3027.0,1888.0,2082.0,2436.0,2914.0,2491.0,1438.0,1937.0,1747.0,2017.0,1398.0,2181.0,799.0,560.8,612.4000000000001,614.4000000000001,825.2,759.0,423.6,655.4,567.0,645.8000000000001,506.0,688.2,554260.0,421260.0,453990.0,408580.0,601840.0,583030.0,321720.0,523910.0,457280.0,504530.0,423630.0,530870.0,4464.0,5278.0,4429.0,4748.0,3455.0,777.0,669.0,590.0,600.0,546.0,892.8000000000001,1055.6,885.8000000000001,949.6,691.0,777.0,669.0,590.0,600.0,546.0,446400.0,475020.0,442900.0,522280.0,345500.0,932400.0,735900.0,678500.0,660000.0,546000.0,4
ID8588,2563.0,3288.0,2810.0,2149.0,1728.0,2852.0,2037.0,3095.0,2396.0,1632.0,2381.0,2989.0,746.2,896.8,783.6,641.0,602.4,658.4,638.6,805.4000000000001,745.6,557.6,756.2,803.4,548170.0,629880.0,556860.0,484190.0,495180.0,386620.0,487120.0,541930.0,569640.0,452210.0,591510.0,563790.0,4233.0,6782.0,4563.0,4432.0,6596.0,638.0,533.0,726.0,662.0,755.0,846.6,1356.4,912.6,886.4000000000001,1319.2,638.0,533.0,726.0,662.0,755.0,423300.0,610380.0,456300.0,487520.0,659600.0,765600.0,586300.0,834900.0,728200.0,755000.0,4
ID4432,2784.0,2711.0,1986.0,1504.0,2618.0,1397.0,1979.0,2810.0,1986.0,2144.0,2257.0,3670.0,731.2,763.8,591.6,548.0,774.0,466.6,637.4,815.6,593.2,616.0,651.4,918.0,500840.0,550350.0,437150.0,471520.0,574160.0,367380.0,503000.0,600520.0,441620.0,447440.0,474770.0,595060.0,4667.0,5596.0,4314.0,5472.0,4625.0,456.0,680.0,643.0,700.0,693.0,933.4000000000001,1119.2,862.8000000000001,1094.4,925.0,456.0,680.0,643.0,700.0,693.0,466700.0,503640.0,431400.0,601920.0,462500.0,547200.0,748000.0,739450.0,770000.0,693000.0,4
ID1927,741.0,2259.0,2463.0,2232.0,2429.0,1316.0,2213.0,2298.0,1796.0,1748.0,2717.0,2274.0,343.4,677.4,741.4000000000001,678.4,701.0,504.0,606.6,594.0,603.2,578.4,743.4000000000001,683.6,318100.0,514530.0,564610.0,508580.0,513960.0,434490.0,434260.0,385920.0,484740.0,462140.0,524240.0,516210.0,4470.0,4338.0,4771.0,2606.0,5104.0,634.0,632.0,640.0,672.0,619.0,894.0,867.6,954.2,521.2,1020.8000000000001,634.0,632.0,640.0,672.0,619.0,447000.0,390420.0,477100.0,286660.0,510400.0,760800.0,695200.0,736000.0,739200.0,619000.0,4
ID5967,1390.0,2741.0,1585.0,2359.0,3039.0,3911.0,1871.0,1160.0,1173.0,2273.0,2669.0,2360.0,488.40000000000003,781.8000000000001,577.0,669.4,813.4,989.4000000000001,629.4000000000001,402.4,449.8,693.0,667.4,672.0,401430.0,572030.0,483730.0,486620.0,577090.0,648170.0,503950.0,341680.0,389570.0,524260.0,431710.0,492400.0,5139.0,4687.0,4059.0,4731.0,4756.0,674.0,719.0,594.0,602.0,570.0,1027.8,937.4000000000001,811.8000000000001,946.2,951.2,674.0,719.0,594.0,602.0,570.0,513900.0,421830.0,405900.0,520410.0,475600.0,808800.0,790900.0,683100.0,662200.0,570000.0,4
ID8366,2414.0,1400.0,1236.0,2618.0,2083.0,2424.0,2363.0,1973.0,1669.0,2056.0,1594.0,1883.0,720.4,487.20000000000005,417.6,644.4,588.6,726.4,641.4000000000001,601.0,569.0,607.2,509.20000000000005,579.0,545490.0,402020.0,340400.0,410400.0,432930.0,545680.0,450790.0,453230.0,462740.0,459420.0,393660.0,443720.0,3141.0,4764.0,4287.0,4522.0,4063.0,504.0,688.0,666.0,597.0,481.0,628.2,952.8000000000001,857.4,904.4000000000001,812.6000000000001,504.0,688.0,666.0,597.0,481.0,314100.0,428760.0,428700.0,497420.0,406300.0,604800.0,756800.0,765900.0,656700.0,481000.0,4
ID2737,1970.0,2221.0,2653.0,2259.0,1301.0,1415.0,1925.0,2724.0,3604.0,2446.0,3101.0,3218.0,612.4,677.8,685.8,601.4000000000001,485.0,459.0,594.6,704.0,953.6,750.0,781.8000000000001,845.2,478210.0,514580.0,462760.0,417070.0,416870.0,367200.0,460700.0,473690.0,654320.0,578710.0,516100.0,590220.0,5849.0,4221.0,4671.0,6564.0,4553.0,659.0,516.0,588.0,706.0,510.0,1169.8000000000002,844.2,934.2,1312.8,910.6,659.0,516.0,588.0,706.0,510.0,584900.0,379890.0,467100.0,722040.0,455300.0,790800.0,567600.0,676200.0,776600.0,510000.0,4
